country,city,date,co,no2,o3,pm10,pm25,so2,year,month,day_of_week,quarter,season,covid_period,aqi_pm25,aqi_bucket
Cambodia,Phnom Penh,2025-05-03,,,,,21.0,,2025,5,Saturday,2,Transition (Apr-May),Post-COVID,69.71673819742489,Moderate
Cambodia,Phnom Penh,2025-06-06,,,,,19.2,,2025,6,Friday,2,Wet (Jun-Sep),Post-COVID,65.93133047210301,Moderate
Cambodia,Phnom Penh,2025-08-14,,,,,21.1,,2025,8,Thursday,3,Wet (Jun-Sep),Post-COVID,69.92703862660944,Moderate
Cambodia,Phnom Penh,2025-09-11,,,,,21.0,,2025,9,Thursday,3,Wet (Jun-Sep),Post-COVID,69.71673819742489,Moderate
Cambodia,Phnom Penh,2025-09-12,,,,,25.1,,2025,9,Friday,3,Wet (Jun-Sep),Post-COVID,78.33905579399142,Moderate
Cambodia,Phnom Penh,2025-09-15,,,,,10.1,,2025,9,Monday,3,Wet (Jun-Sep),Post-COVID,42.083333333333336,Good
Cambodia,Phnom Penh,2025-09-16,,,,,22.5,,2025,9,Tuesday,3,Wet (Jun-Sep),Post-COVID,72.87124463519314,Moderate
Cambodia,Phnom Penh,2025-09-17,,,,,23.9,,2025,9,Wednesday,3,Wet (Jun-Sep),Post-COVID,75.81545064377683,Moderate
Cambodia,Phnom Penh,2025-09-18,,,,,5.15,,2025,9,Thursday,3,Wet (Jun-Sep),Post-COVID,21.458333333333336,Good
Cambodia,Phnom Penh,2025-09-19,,,,,13.8,,2025,9,Friday,3,Wet (Jun-Sep),Post-COVID,54.57510729613734,Moderate
Cambodia,Phnom Penh,2025-09-20,,,,,6.68,,2025,9,Saturday,3,Wet (Jun-Sep),Post-COVID,27.833333333333336,Good
Cambodia,Phnom Penh,2025-09-21,,,,,9.57,,2025,9,Sunday,3,Wet (Jun-Sep),Post-COVID,39.87500000000001,Good
Cambodia,Phnom Penh,2025-09-22,,,,,6.66,,2025,9,Monday,3,Wet (Jun-Sep),Post-COVID,27.750000000000004,Good
Cambodia,Phnom Penh,2025-09-23,,,,,4.55,,2025,9,Tuesday,3,Wet (Jun-Sep),Post-COVID,18.958333333333336,Good
Cambodia,Phnom Penh,2025-09-24,,,,,3.52,,2025,9,Wednesday,3,Wet (Jun-Sep),Post-COVID,14.666666666666668,Good
Cambodia,Phnom Penh,2025-09-25,,,,,3.62,,2025,9,Thursday,3,Wet (Jun-Sep),Post-COVID,15.083333333333336,Good
Cambodia,Phnom Penh,2025-09-26,,,,,13.5,,2025,9,Friday,3,Wet (Jun-Sep),Post-COVID,53.94420600858369,Moderate
Cambodia,Phnom Penh,2025-09-27,,,,,12.2,,2025,9,Saturday,3,Wet (Jun-Sep),Post-COVID,51.21030042918455,Moderate
Cambodia,Phnom Penh,2025-09-28,,,,,11.2,,2025,9,Sunday,3,Wet (Jun-Sep),Post-COVID,46.666666666666664,Good
Cambodia,Phnom Penh,2025-09-29,,,,,14.8,,2025,9,Monday,3,Wet (Jun-Sep),Post-COVID,56.67811158798283,Moderate
Cambodia,Phnom Penh,2025-09-30,,,,,35.6,,2025,9,Tuesday,3,Wet (Jun-Sep),Post-COVID,101.2462311557789,Unhealthy for Sensitive
Cambodia,Phnom Penh,2025-10-01,,,,,13.0,,2025,10,Wednesday,4,Transition (Oct-Nov),Post-COVID,52.892703862660944,Moderate
Cambodia,Phnom Penh,2025-10-02,,,,,35.4,,2025,10,Thursday,4,Transition (Oct-Nov),Post-COVID,100.0,Moderate
Cambodia,Phnom Penh,2025-10-03,,,,,25.4,,2025,10,Friday,4,Transition (Oct-Nov),Post-COVID,78.96995708154506,Moderate
Cambodia,Phnom Penh,2025-10-04,,,,,27.3,,2025,10,Saturday,4,Transition (Oct-Nov),Post-COVID,82.9656652360515,Moderate
Cambodia,Phnom Penh,2025-10-05,,,,,24.8,,2025,10,Sunday,4,Transition (Oct-Nov),Post-COVID,77.70815450643778,Moderate
Cambodia,Phnom Penh,2025-10-06,,,,,24.6,,2025,10,Monday,4,Transition (Oct-Nov),Post-COVID,77.28755364806868,Moderate
Cambodia,Phnom Penh,2025-10-07,,,,,10.6,,2025,10,Tuesday,4,Transition (Oct-Nov),Post-COVID,44.16666666666667,Good
Cambodia,Phnom Penh,2025-10-08,,,,,6.86,,2025,10,Wednesday,4,Transition (Oct-Nov),Post-COVID,28.583333333333336,Good
Cambodia,Phnom Penh,2025-10-09,,,,,25.7,,2025,10,Thursday,4,Transition (Oct-Nov),Post-COVID,79.60085836909872,Moderate
Cambodia,Phnom Penh,2025-10-10,,,,,24.8,,2025,10,Friday,4,Transition (Oct-Nov),Post-COVID,77.70815450643778,Moderate
Cambodia,Phnom Penh,2025-10-11,,,,,31.5,,2025,10,Saturday,4,Transition (Oct-Nov),Post-COVID,91.79828326180258,Moderate
Cambodia,Phnom Penh,2025-10-12,,,,,37.1,,2025,10,Sunday,4,Transition (Oct-Nov),Post-COVID,104.93969849246231,Unhealthy for Sensitive
Cambodia,Phnom Penh,2025-10-13,,,,,34.0,,2025,10,Monday,4,Transition (Oct-Nov),Post-COVID,97.05579399141632,Moderate
Cambodia,Phnom Penh,2025-10-14,,,,,26.3,,2025,10,Tuesday,4,Transition (Oct-Nov),Post-COVID,80.86266094420601,Moderate
Cambodia,Phnom Penh,2025-10-15,,,,,9.16,,2025,10,Wednesday,4,Transition (Oct-Nov),Post-COVID,38.16666666666667,Good
Cambodia,Phnom Penh,2025-10-16,,,,,7.0,,2025,10,Thursday,4,Transition (Oct-Nov),Post-COVID,29.166666666666668,Good
Cambodia,Phnom Penh,2025-10-17,,,,,11.5,,2025,10,Friday,4,Transition (Oct-Nov),Post-COVID,47.91666666666667,Good
Cambodia,Phnom Penh,2025-10-18,,,,,7.68,,2025,10,Saturday,4,Transition (Oct-Nov),Post-COVID,32.0,Good
Cambodia,Phnom Penh,2025-10-19,,,,,10.4,,2025,10,Sunday,4,Transition (Oct-Nov),Post-COVID,43.333333333333336,Good
Cambodia,Phnom Penh,2025-10-20,,,,,22.0,,2025,10,Monday,4,Transition (Oct-Nov),Post-COVID,71.8197424892704,Moderate
Cambodia,Phnom Penh,2025-10-21,,,,,7.99,,2025,10,Tuesday,4,Transition (Oct-Nov),Post-COVID,33.29166666666667,Good
Cambodia,Phnom Penh,2025-10-22,,,,,8.12,,2025,10,Wednesday,4,Transition (Oct-Nov),Post-COVID,33.833333333333336,Good
Cambodia,Phnom Penh,2025-10-23,,,,,7.0,,2025,10,Thursday,4,Transition (Oct-Nov),Post-COVID,29.166666666666668,Good
Cambodia,Phnom Penh,2025-10-24,,,,,6.07,,2025,10,Friday,4,Transition (Oct-Nov),Post-COVID,25.29166666666667,Good
Cambodia,Phnom Penh,2025-10-25,,,,,11.3,,2025,10,Saturday,4,Transition (Oct-Nov),Post-COVID,47.08333333333334,Good
Cambodia,Phnom Penh,2025-10-26,,,,,24.5,,2025,10,Sunday,4,Transition (Oct-Nov),Post-COVID,77.07725321888412,Moderate
Cambodia,Phnom Penh,2025-10-27,,,,,10.7,,2025,10,Monday,4,Transition (Oct-Nov),Post-COVID,44.583333333333336,Good
Cambodia,Phnom Penh,2025-10-28,,,,,3.4,,2025,10,Tuesday,4,Transition (Oct-Nov),Post-COVID,14.166666666666668,Good
Cambodia,Phnom Penh,2025-10-29,,,,,27.5,,2025,10,Wednesday,4,Transition (Oct-Nov),Post-COVID,83.3862660944206,Moderate
Cambodia,Phnom Penh,2025-10-30,,,,,16.5,,2025,10,Thursday,4,Transition (Oct-Nov),Post-COVID,60.25321888412017,Moderate
Cambodia,Phnom Penh,2025-10-31,,,,,23.2,,2025,10,Friday,4,Transition (Oct-Nov),Post-COVID,74.34334763948499,Moderate
Cambodia,Phnom Penh,2025-11-01,,,,,16.1,,2025,11,Saturday,4,Transition (Oct-Nov),Post-COVID,59.412017167381975,Moderate
Cambodia,Phnom Penh,2025-11-02,,,,,20.3,,2025,11,Sunday,4,Transition (Oct-Nov),Post-COVID,68.24463519313305,Moderate
Cambodia,Phnom Penh,2025-11-03,,,,,17.9,,2025,11,Monday,4,Transition (Oct-Nov),Post-COVID,63.197424892703864,Moderate
Cambodia,Phnom Penh,2025-11-04,,,,,5.69,,2025,11,Tuesday,4,Transition (Oct-Nov),Post-COVID,23.708333333333336,Good
Cambodia,Phnom Penh,2025-11-05,,,,,6.53,,2025,11,Wednesday,4,Transition (Oct-Nov),Post-COVID,27.208333333333336,Good
Cambodia,Phnom Penh,2025-11-06,,,,,25.8,,2025,11,Thursday,4,Transition (Oct-Nov),Post-COVID,79.81115879828327,Moderate
Cambodia,Phnom Penh,2025-11-07,,,,,34.4,,2025,11,Friday,4,Transition (Oct-Nov),Post-COVID,97.8969957081545,Moderate
Cambodia,Phnom Penh,2025-11-08,,,,,30.6,,2025,11,Saturday,4,Transition (Oct-Nov),Post-COVID,89.90557939914163,Moderate
Cambodia,Phnom Penh,2025-11-09,,,,,31.8,,2025,11,Sunday,4,Transition (Oct-Nov),Post-COVID,92.42918454935624,Moderate
Cambodia,Phnom Penh,2025-11-10,,,,,37.5,,2025,11,Monday,4,Transition (Oct-Nov),Post-COVID,105.92462311557789,Unhealthy for Sensitive
Cambodia,Phnom Penh,2025-11-11,,,,,51.6,,2025,11,Tuesday,4,Transition (Oct-Nov),Post-COVID,140.64321608040203,Unhealthy for Sensitive
Cambodia,Phnom Penh,2025-11-12,,,,,29.1,,2025,11,Wednesday,4,Transition (Oct-Nov),Post-COVID,86.7510729613734,Moderate
Cambodia,Phnom Penh,2025-11-13,,,,,23.0,,2025,11,Thursday,4,Transition (Oct-Nov),Post-COVID,73.92274678111588,Moderate
Cambodia,Phnom Penh,2025-11-14,,,,,24.7,,2025,11,Friday,4,Transition (Oct-Nov),Post-COVID,77.49785407725322,Moderate
Cambodia,Phnom Penh,2025-11-15,,,,,11.6,,2025,11,Saturday,4,Transition (Oct-Nov),Post-COVID,48.333333333333336,Good
Cambodia,Phnom Penh,2025-11-16,,,,,10.8,,2025,11,Sunday,4,Transition (Oct-Nov),Post-COVID,45.00000000000001,Good
Cambodia,Phnom Penh,2025-11-17,,,,,6.77,,2025,11,Monday,4,Transition (Oct-Nov),Post-COVID,28.208333333333332,Good
Cambodia,Phnom Penh,2025-11-18,,,,,7.37,,2025,11,Tuesday,4,Transition (Oct-Nov),Post-COVID,30.708333333333336,Good
Cambodia,Phnom Penh,2025-11-19,,,,,6.0,,2025,11,Wednesday,4,Transition (Oct-Nov),Post-COVID,25.0,Good
Cambodia,Phnom Penh,2025-11-20,,,,,12.7,,2025,11,Thursday,4,Transition (Oct-Nov),Post-COVID,52.261802575107296,Moderate
Cambodia,Phnom Penh,2025-11-21,,,,,21.7,,2025,11,Friday,4,Transition (Oct-Nov),Post-COVID,71.18884120171674,Moderate
Cambodia,Phnom Penh,2025-11-22,,,,,26.6,,2025,11,Saturday,4,Transition (Oct-Nov),Post-COVID,81.49356223175967,Moderate
Cambodia,Phnom Penh,2025-11-23,,,,,14.8,,2025,11,Sunday,4,Transition (Oct-Nov),Post-COVID,56.67811158798283,Moderate
Cambodia,Phnom Penh,2025-11-24,,,,,17.1,,2025,11,Monday,4,Transition (Oct-Nov),Post-COVID,61.51502145922747,Moderate
Cambodia,Phnom Penh,2025-11-25,,,,,33.0,,2025,11,Tuesday,4,Transition (Oct-Nov),Post-COVID,94.95278969957081,Moderate
Cambodia,Phnom Penh,2025-11-26,,,,,31.5,,2025,11,Wednesday,4,Transition (Oct-Nov),Post-COVID,91.79828326180258,Moderate
Cambodia,Phnom Penh,2025-11-27,,,,,24.9,,2025,11,Thursday,4,Transition (Oct-Nov),Post-COVID,77.91845493562232,Moderate
Cambodia,Phnom Penh,2025-11-28,,,,,34.9,,2025,11,Friday,4,Transition (Oct-Nov),Post-COVID,98.94849785407726,Moderate
Cambodia,Phnom Penh,2025-11-29,,,,,38.0,,2025,11,Saturday,4,Transition (Oct-Nov),Post-COVID,107.15577889447236,Unhealthy for Sensitive
Cambodia,Phnom Penh,2025-11-30,,,,,37.9,,2025,11,Sunday,4,Transition (Oct-Nov),Post-COVID,106.90954773869346,Unhealthy for Sensitive
Cambodia,Phnom Penh,2025-12-01,,,,,39.6,,2025,12,Monday,4,Dry (Dec-Mar),Post-COVID,111.09547738693468,Unhealthy for Sensitive
Cambodia,Phnom Penh,2025-12-02,,,,,33.2,,2025,12,Tuesday,4,Dry (Dec-Mar),Post-COVID,95.37339055793993,Moderate
Cambodia,Phnom Penh,2025-12-03,,,,,18.2,,2025,12,Wednesday,4,Dry (Dec-Mar),Post-COVID,63.82832618025751,Moderate
Cambodia,Phnom Penh,2025-12-04,,,,,18.7,,2025,12,Thursday,4,Dry (Dec-Mar),Post-COVID,64.87982832618026,Moderate
Cambodia,Phnom Penh,2025-12-05,,,,,6.83,,2025,12,Friday,4,Dry (Dec-Mar),Post-COVID,28.458333333333336,Good
Cambodia,Phnom Penh,2025-12-06,,,,,18.6,,2025,12,Saturday,4,Dry (Dec-Mar),Post-COVID,64.66952789699572,Moderate
Cambodia,Phnom Penh,2025-12-07,,,,,21.8,,2025,12,Sunday,4,Dry (Dec-Mar),Post-COVID,71.3991416309013,Moderate
Cambodia,Phnom Penh,2025-12-08,,,,,18.2,,2025,12,Monday,4,Dry (Dec-Mar),Post-COVID,63.82832618025751,Moderate
Cambodia,Phnom Penh,2025-12-09,,,,,25.8,,2025,12,Tuesday,4,Dry (Dec-Mar),Post-COVID,79.81115879828327,Moderate
Cambodia,Phnom Penh,2025-12-10,,,,,27.7,,2025,12,Wednesday,4,Dry (Dec-Mar),Post-COVID,83.8068669527897,Moderate
Cambodia,Phnom Penh,2025-12-11,,,,,30.6,,2025,12,Thursday,4,Dry (Dec-Mar),Post-COVID,89.90557939914163,Moderate
Cambodia,Phnom Penh,2025-12-12,,,,,19.5,,2025,12,Friday,4,Dry (Dec-Mar),Post-COVID,66.56223175965665,Moderate
Cambodia,Phnom Penh,2025-12-13,,,,,11.2,,2025,12,Saturday,4,Dry (Dec-Mar),Post-COVID,46.666666666666664,Good
Cambodia,Phnom Penh,2025-12-14,,,,,9.03,,2025,12,Sunday,4,Dry (Dec-Mar),Post-COVID,37.625,Good
Cambodia,Phnom Penh,2025-12-15,,,,,7.54,,2025,12,Monday,4,Dry (Dec-Mar),Post-COVID,31.416666666666668,Good
Cambodia,Phnom Penh,2025-12-16,,,,,8.06,,2025,12,Tuesday,4,Dry (Dec-Mar),Post-COVID,33.583333333333336,Good
Cambodia,Phnom Penh,2025-12-17,,,,,8.02,,2025,12,Wednesday,4,Dry (Dec-Mar),Post-COVID,33.416666666666664,Good
Cambodia,Phnom Penh,2025-12-18,,,,,17.6,,2025,12,Thursday,4,Dry (Dec-Mar),Post-COVID,62.56652360515022,Moderate
Cambodia,Phnom Penh,2025-12-19,,,,,19.8,,2025,12,Friday,4,Dry (Dec-Mar),Post-COVID,67.19313304721031,Moderate
Cambodia,Phnom Penh,2025-12-20,,,,,15.3,,2025,12,Saturday,4,Dry (Dec-Mar),Post-COVID,57.72961373390558,Moderate
Cambodia,Phnom Penh,2025-12-21,,,,,8.96,,2025,12,Sunday,4,Dry (Dec-Mar),Post-COVID,37.33333333333334,Good
Cambodia,Phnom Penh,2025-12-22,,,,,17.3,,2025,12,Monday,4,Dry (Dec-Mar),Post-COVID,61.93562231759657,Moderate
Cambodia,Phnom Penh,2025-12-23,,,,,11.8,,2025,12,Tuesday,4,Dry (Dec-Mar),Post-COVID,49.16666666666667,Good
Cambodia,Phnom Penh,2025-12-24,,,,,22.6,,2025,12,Wednesday,4,Dry (Dec-Mar),Post-COVID,73.08154506437769,Moderate
Cambodia,Phnom Penh,2025-12-25,,,,,17.0,,2025,12,Thursday,4,Dry (Dec-Mar),Post-COVID,61.30472103004292,Moderate
Cambodia,Phnom Penh,2025-12-26,,,,,21.2,,2025,12,Friday,4,Dry (Dec-Mar),Post-COVID,70.137339055794,Moderate
Cambodia,Phnom Penh,2025-12-27,,,,,19.6,,2025,12,Saturday,4,Dry (Dec-Mar),Post-COVID,66.77253218884121,Moderate
Cambodia,Phnom Penh,2025-12-28,,,,,25.1,,2025,12,Sunday,4,Dry (Dec-Mar),Post-COVID,78.33905579399142,Moderate
Cambodia,Phnom Penh,2025-12-29,,,,,58.2,,2025,12,Monday,4,Dry (Dec-Mar),Post-COVID,152.3940990516333,Unhealthy
Indonesia,Bandung,2024-09-09,,,,61.0,49.5,,2024,9,Monday,3,Wet (Jun-Sep),Post-COVID,135.47236180904522,Unhealthy for Sensitive
Indonesia,Bandung,2024-09-10,,,,64.6,55.6,,2024,9,Tuesday,3,Wet (Jun-Sep),Post-COVID,151.05163329820863,Unhealthy
Indonesia,Bandung,2024-09-11,,,,54.8,47.8,,2024,9,Wednesday,3,Wet (Jun-Sep),Post-COVID,131.28643216080403,Unhealthy for Sensitive
Indonesia,Bandung,2024-09-12,,,,36.5,32.8,,2024,9,Thursday,3,Wet (Jun-Sep),Post-COVID,94.53218884120172,Moderate
Indonesia,Bandung,2024-09-13,,,,48.2,43.4,,2024,9,Friday,3,Wet (Jun-Sep),Post-COVID,120.45226130653266,Unhealthy for Sensitive
Indonesia,Bandung,2024-09-14,,,,52.4,47.4,,2024,9,Saturday,3,Wet (Jun-Sep),Post-COVID,130.30150753768845,Unhealthy for Sensitive
Indonesia,Bandung,2024-09-15,,,,42.2,37.9,,2024,9,Sunday,3,Wet (Jun-Sep),Post-COVID,106.90954773869346,Unhealthy for Sensitive
Indonesia,Bandung,2024-09-16,,,,53.2,47.2,,2024,9,Monday,3,Wet (Jun-Sep),Post-COVID,129.80904522613065,Unhealthy for Sensitive
Indonesia,Bandung,2024-09-17,,,,50.0,43.5,,2024,9,Tuesday,3,Wet (Jun-Sep),Post-COVID,120.69849246231156,Unhealthy for Sensitive
Indonesia,Bandung,2024-09-18,,,,61.7,54.0,,2024,9,Wednesday,3,Wet (Jun-Sep),Post-COVID,146.55276381909547,Unhealthy for Sensitive
Indonesia,Bandung,2024-09-19,,,,72.1,65.6,,2024,9,Thursday,3,Wet (Jun-Sep),Post-COVID,156.2149631190727,Unhealthy
Indonesia,Bandung,2024-09-20,,,,90.3,84.7,,2024,9,Friday,3,Wet (Jun-Sep),Post-COVID,166.07692307692307,Unhealthy
Indonesia,Bandung,2024-09-21,,,,103.0,96.4,,2024,9,Saturday,3,Wet (Jun-Sep),Post-COVID,172.11801896733402,Unhealthy
Indonesia,Bandung,2024-09-22,,,,87.8,80.6,,2024,9,Sunday,3,Wet (Jun-Sep),Post-COVID,163.9599578503688,Unhealthy
Indonesia,Bandung,2024-09-23,,,,75.4,67.3,,2024,9,Monday,3,Wet (Jun-Sep),Post-COVID,157.0927291886196,Unhealthy
Indonesia,Bandung,2024-09-24,,,,79.1,71.6,,2024,9,Tuesday,3,Wet (Jun-Sep),Post-COVID,159.31296101159114,Unhealthy
Indonesia,Bandung,2024-09-25,,,,71.8,63.7,,2024,9,Wednesday,3,Wet (Jun-Sep),Post-COVID,155.23393045310854,Unhealthy
Indonesia,Bandung,2024-09-26,,,,74.9,67.7,,2024,9,Thursday,3,Wet (Jun-Sep),Post-COVID,157.29926238145416,Unhealthy
Indonesia,Bandung,2024-09-27,,,,68.5,59.5,,2024,9,Friday,3,Wet (Jun-Sep),Post-COVID,153.0653319283456,Unhealthy
Indonesia,Bandung,2024-09-28,,,,56.7,48.4,,2024,9,Saturday,3,Wet (Jun-Sep),Post-COVID,132.7638190954774,Unhealthy for Sensitive
Indonesia,Bandung,2024-09-29,,,,59.4,52.2,,2024,9,Sunday,3,Wet (Jun-Sep),Post-COVID,142.1206030150754,Unhealthy for Sensitive
Indonesia,Bandung,2024-09-30,,,,65.5,59.7,,2024,9,Monday,3,Wet (Jun-Sep),Post-COVID,153.1685985247629,Unhealthy
Indonesia,Bandung,2024-10-01,,,,71.7,63.2,,2024,10,Tuesday,4,Transition (Oct-Nov),Post-COVID,154.97576396206534,Unhealthy
Indonesia,Bandung,2024-10-02,,,,70.0,60.6,,2024,10,Wednesday,4,Transition (Oct-Nov),Post-COVID,153.63329820864067,Unhealthy
Indonesia,Bandung,2024-10-03,,,,71.7,63.2,,2024,10,Thursday,4,Transition (Oct-Nov),Post-COVID,154.97576396206534,Unhealthy
Indonesia,Bandung,2024-10-04,,,,65.7,56.6,,2024,10,Friday,4,Transition (Oct-Nov),Post-COVID,151.56796628029505,Unhealthy
Indonesia,Bandung,2024-10-05,,,,55.7,47.6,,2024,10,Saturday,4,Transition (Oct-Nov),Post-COVID,130.79396984924625,Unhealthy for Sensitive
Indonesia,Bandung,2024-10-10,,,,62.0,53.3,,2024,10,Thursday,4,Transition (Oct-Nov),Post-COVID,144.8291457286432,Unhealthy for Sensitive
Indonesia,Bandung,2024-10-11,,,,59.5,53.4,,2024,10,Friday,4,Transition (Oct-Nov),Post-COVID,145.0753768844221,Unhealthy for Sensitive
Indonesia,Bandung,2024-10-12,,,,65.3,58.9,,2024,10,Saturday,4,Transition (Oct-Nov),Post-COVID,152.7555321390938,Unhealthy
Indonesia,Bandung,2024-10-13,,,,75.5,69.3,,2024,10,Sunday,4,Transition (Oct-Nov),Post-COVID,158.1253951527924,Unhealthy
Indonesia,Bandung,2024-10-14,,,,63.3,57.3,,2024,10,Monday,4,Transition (Oct-Nov),Post-COVID,151.92939936775554,Unhealthy
Indonesia,Bandung,2024-10-15,,,,36.0,32.2,,2024,10,Tuesday,4,Transition (Oct-Nov),Post-COVID,93.27038626609442,Moderate
Indonesia,Bandung,2024-10-16,,,,53.4,45.2,,2024,10,Wednesday,4,Transition (Oct-Nov),Post-COVID,124.88442211055278,Unhealthy for Sensitive
Indonesia,Bandung,2024-10-17,,,,68.0,59.8,,2024,10,Thursday,4,Transition (Oct-Nov),Post-COVID,153.22023182297156,Unhealthy
Indonesia,Bandung,2024-10-18,,,,86.5,81.4,,2024,10,Friday,4,Transition (Oct-Nov),Post-COVID,164.37302423603793,Unhealthy
Indonesia,Bandung,2024-10-19,,,,64.0,58.3,,2024,10,Saturday,4,Transition (Oct-Nov),Post-COVID,152.44573234984193,Unhealthy
Indonesia,Bandung,2024-10-20,,,,82.5,76.5,,2024,10,Sunday,4,Transition (Oct-Nov),Post-COVID,161.84299262381455,Unhealthy
Indonesia,Bandung,2024-10-21,,,,75.0,67.1,,2024,10,Monday,4,Transition (Oct-Nov),Post-COVID,156.9894625922023,Unhealthy
Indonesia,Bandung,2024-10-22,,,,55.1,49.8,,2024,10,Tuesday,4,Transition (Oct-Nov),Post-COVID,136.2110552763819,Unhealthy for Sensitive
Indonesia,Bandung,2024-10-23,,,,63.7,54.7,,2024,10,Wednesday,4,Transition (Oct-Nov),Post-COVID,148.27638190954775,Unhealthy for Sensitive
Indonesia,Bandung,2024-10-24,,,,66.8,59.9,,2024,10,Thursday,4,Transition (Oct-Nov),Post-COVID,153.27186512118018,Unhealthy
Indonesia,Bandung,2024-10-25,,,,54.5,45.6,,2024,10,Friday,4,Transition (Oct-Nov),Post-COVID,125.86934673366835,Unhealthy for Sensitive
Indonesia,Bandung,2024-10-26,,,,61.4,52.7,,2024,10,Saturday,4,Transition (Oct-Nov),Post-COVID,143.35175879396985,Unhealthy for Sensitive
Indonesia,Bandung,2024-10-27,,,,74.9,67.5,,2024,10,Sunday,4,Transition (Oct-Nov),Post-COVID,157.19599578503687,Unhealthy
Indonesia,Bandung,2024-10-28,,,,57.1,49.1,,2024,10,Monday,4,Transition (Oct-Nov),Post-COVID,134.48743718592965,Unhealthy for Sensitive
Indonesia,Bandung,2024-10-29,,,,58.6,53.3,,2024,10,Tuesday,4,Transition (Oct-Nov),Post-COVID,144.8291457286432,Unhealthy for Sensitive
Indonesia,Bandung,2024-10-30,,,,66.6,58.1,,2024,10,Wednesday,4,Transition (Oct-Nov),Post-COVID,152.34246575342465,Unhealthy
Indonesia,Bandung,2024-10-31,,,,77.4,70.0,,2024,10,Thursday,4,Transition (Oct-Nov),Post-COVID,158.4868282402529,Unhealthy
Indonesia,Bandung,2024-11-01,,,,75.7,69.2,,2024,11,Friday,4,Transition (Oct-Nov),Post-COVID,158.07376185458378,Unhealthy
Indonesia,Bandung,2024-11-02,,,,65.4,59.7,,2024,11,Saturday,4,Transition (Oct-Nov),Post-COVID,153.1685985247629,Unhealthy
Indonesia,Bandung,2024-11-03,,,,62.3,51.9,,2024,11,Sunday,4,Transition (Oct-Nov),Post-COVID,141.3819095477387,Unhealthy for Sensitive
Indonesia,Bogor,2025-08-28,,,,,17.0,,2025,8,Thursday,3,Wet (Jun-Sep),Post-COVID,61.30472103004292,Moderate
Indonesia,Bogor,2025-08-29,,,,,23.0,,2025,8,Friday,3,Wet (Jun-Sep),Post-COVID,73.92274678111588,Moderate
Indonesia,Bogor,2025-08-30,,,,,25.5,,2025,8,Saturday,3,Wet (Jun-Sep),Post-COVID,79.18025751072962,Moderate
Indonesia,Bogor,2025-08-31,,,,,49.3,,2025,8,Sunday,3,Wet (Jun-Sep),Post-COVID,134.97989949748742,Unhealthy for Sensitive
Indonesia,Bogor,2025-09-01,,,,,51.9,,2025,9,Monday,3,Wet (Jun-Sep),Post-COVID,141.3819095477387,Unhealthy for Sensitive
Indonesia,Bogor,2025-09-02,,,,,49.1,,2025,9,Tuesday,3,Wet (Jun-Sep),Post-COVID,134.48743718592965,Unhealthy for Sensitive
Indonesia,Bogor,2025-09-03,,,,,53.9,,2025,9,Wednesday,3,Wet (Jun-Sep),Post-COVID,146.30653266331657,Unhealthy for Sensitive
Indonesia,Bogor,2025-09-04,,,,,51.9,,2025,9,Thursday,3,Wet (Jun-Sep),Post-COVID,141.3819095477387,Unhealthy for Sensitive
Indonesia,Bogor,2025-09-05,,,,,30.3,,2025,9,Friday,3,Wet (Jun-Sep),Post-COVID,89.274678111588,Moderate
Indonesia,Bogor,2025-09-06,,,,,40.6,,2025,9,Saturday,3,Wet (Jun-Sep),Post-COVID,113.55778894472363,Unhealthy for Sensitive
Indonesia,Bogor,2025-09-07,,,,,50.0,,2025,9,Sunday,3,Wet (Jun-Sep),Post-COVID,136.7035175879397,Unhealthy for Sensitive
Indonesia,Bogor,2025-09-08,,,,,37.2,,2025,9,Monday,3,Wet (Jun-Sep),Post-COVID,105.18592964824121,Unhealthy for Sensitive
Indonesia,Bogor,2025-09-09,,,,,27.6,,2025,9,Tuesday,3,Wet (Jun-Sep),Post-COVID,83.59656652360516,Moderate
Indonesia,Bogor,2025-09-10,,,,,37.9,,2025,9,Wednesday,3,Wet (Jun-Sep),Post-COVID,106.90954773869346,Unhealthy for Sensitive
Indonesia,Bogor,2025-09-11,,,,,20.4,,2025,9,Thursday,3,Wet (Jun-Sep),Post-COVID,68.45493562231759,Moderate
Indonesia,Bogor,2025-09-12,,,,,31.4,,2025,9,Friday,3,Wet (Jun-Sep),Post-COVID,91.58798283261802,Moderate
Indonesia,Bogor,2025-09-13,,,,,40.9,,2025,9,Saturday,3,Wet (Jun-Sep),Post-COVID,114.2964824120603,Unhealthy for Sensitive
Indonesia,Bogor,2025-09-14,,,,,32.2,,2025,9,Sunday,3,Wet (Jun-Sep),Post-COVID,93.27038626609442,Moderate
Indonesia,Bogor,2025-09-15,,,,,42.7,,2025,9,Monday,3,Wet (Jun-Sep),Post-COVID,118.72864321608041,Unhealthy for Sensitive
Indonesia,Bogor,2025-09-16,,,,,38.6,,2025,9,Tuesday,3,Wet (Jun-Sep),Post-COVID,108.63316582914574,Unhealthy for Sensitive
Indonesia,Bogor,2025-09-17,,,,,77.5,,2025,9,Wednesday,3,Wet (Jun-Sep),Post-COVID,162.35932560590095,Unhealthy
Indonesia,Bogor,2025-09-18,,,,,49.3,,2025,9,Thursday,3,Wet (Jun-Sep),Post-COVID,134.97989949748742,Unhealthy for Sensitive
